Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Reserve,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Reserve,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Reserve,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Reserve,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Reserve,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Reserve,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,064P3,CONTRACTING,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,064P3,CONTRACTING,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,064P3,CONTRACTING,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,K011M3T,"INSTRUCTOR, MOBILITY PILOT, TANKER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,K011M3T,"INSTRUCTOR, MOBILITY PILOT, TANKER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,K011M3T,"INSTRUCTOR, MOBILITY PILOT, TANKER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,L011M3Y,"AIRCREW FLIGHT EQUIPMENT, MOBILITY PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,L011M3Y,"AIRCREW FLIGHT EQUIPMENT, MOBILITY PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,L011M3Y,"AIRCREW FLIGHT EQUIPMENT, MOBILITY PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,Q011M3F,"STAND/EVAL, MOBILITY PILOT, KC-135",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,Q011M3F,"STAND/EVAL, MOBILITY PILOT, KC-135",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,Q011M3F,"STAND/EVAL, MOBILITY PILOT, KC-135",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,Q011M3K,"STAND/EVAL, MOBILITY PILOT, C-17",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,Q011M3K,"STAND/EVAL, MOBILITY PILOT, C-17",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,Q011M3K,"STAND/EVAL, MOBILITY PILOT, C-17",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3F,"FORMAL TNG INSTR, MOBILITY PILOT, KC-135",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3F,"FORMAL TNG INSTR, MOBILITY PILOT, KC-135",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3F,"FORMAL TNG INSTR, MOBILITY PILOT, KC-135",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3K,"FORMAL TNG INSTR, MOBILITY PILOT, C-17",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3K,"FORMAL TNG INSTR, MOBILITY PILOT, C-17",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3K,"FORMAL TNG INSTR, MOBILITY PILOT, C-17",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3R,"FORMAL TRAINING INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3R,"FORMAL TRAINING INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3R,"FORMAL TRAINING INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3Y,"FORMAL TNG INSTR, MOBILITY PILOT, GENERAL",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3Y,"FORMAL TNG INSTR, MOBILITY PILOT, GENERAL",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,T011M3Y,"FORMAL TNG INSTR, MOBILITY PILOT, GENERAL",https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/USSF_Specialty_Code_Crosswalk.pdf,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3F,"WPNS/TACTICS INSTR, MOBILITY PILOT, KC-135",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3F,"WPNS/TACTICS INSTR, MOBILITY PILOT, KC-135",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3F,"WPNS/TACTICS INSTR, MOBILITY PILOT, KC-135",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3K,"WPNS/TACTICS INSTR, MOBILITY PILOT, C-17",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3K,"WPNS/TACTICS INSTR, MOBILITY PILOT, C-17",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3K,"WPNS/TACTICS INSTR, MOBILITY PILOT, C-17",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3R,"WEAPONS AND TACTICS INSTRUCTION, MOBILITY PILOT, KC-46 (KC-X)",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-135,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3R,"WEAPONS AND TACTICS INSTRUCTION, MOBILITY PILOT, KC-46 (KC-X)",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,KC-46,Active Duty,Yes
ALTUS AFB,"34°39'18.00""N","99°17'4.00""W",14S MD 73935 34821,W011M3R,"WEAPONS AND TACTICS INSTRUCTION, MOBILITY PILOT, KC-46 (KC-X)",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,C-17,Active Duty,Yes
AMARILLO (DETACHMENT),"35°13'10.00""N","101°42'21.00""W",,011S3J,"SPECIAL OPS PILOT, CV-22",,,,Detachment,No
AMES (DETACHMENT),"42°2'5.00""N","93°37'11.00""W",,081T0,INSTRUCTOR,,,,ROTC,No
AMHERST (DETACHMENT),"42°22'60.00""N","72°31'0.00""W",,081T0,INSTRUCTOR,,,,ROTC,No
AMSTERDAM (NETHERLANDS),"52°22'0.00""N","4°54'0.00""E",,061D3,PHYSICIST/NUCLEAR ENGINEER,,,,Active Duty,No
ANACOSTIA NYI,"38°52'0.00""N","76°58'60.00""W",,017D3W,"WARFIGHTER COMM, WAR COMM",,,,Active Duty,No
ANACOSTIA NYI,"38°52'0.00""N","76°58'60.00""W",,017D4W,"WARFIGHTER COMM, WAR COMM",,,,Active Duty,No
ANACOSTIA NYI,"38°52'0.00""N","76°58'60.00""W",,017S3B,"CYBERSPACE EFFECTS OPERATIONS, DEFENSIVE CYBERSPACE OPERATOR",,,,Active Duty,No
ANACOSTIA NYI,"38°52'0.00""N","76°58'60.00""W",,017S4B,"CYBERSPACE EFFECTS OPERATIONS, DEFENSIVE CYBERSPACE OPERATOR",,,,Reserve,No
ANACOSTIA NYI,"38°52'0.00""N","76°58'60.00""W",,062E4,DEVELOPMENT ENGINEER,,,,Active Duty,No
ANCHORAGE (DETACHMENT),"61°10'0.00""N","149°58'60.00""W",,081T0,INSTRUCTOR,,,,ROTC,No
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,011M3S,"MOBILITY PILOT, AIRLIFT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,011M3T,"MOBILITY PILOT, TANKER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,013B3D,"AIR BATTLE MANAGER, MOBILE AIR CON",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,013M3,AIRFIELD OPERATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,014N3,INTELLIGENCE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,015W3,WEATHER AND ENVIRONMENTAL SCIENCES,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,017D3W,"WARFIGHTER COMM, WAR COMM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,018R3L,"RECON REMOTELY PILOTED AIRCRAFT PILOT, MPRIS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,021A3,AIRCRAFT MAINTENANCE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,021R3,LOGISTICS READINESS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,031P3,SECURITY FORCES,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,032E3B,"CIVIL ENGINEER, CBRN QUALIFIED ENGINEER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,032E3C,"CIVIL ENGINEER, CIVIL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,032E3G,"CIVIL ENGINEER, GENERAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,032E3H,"CIVIL ENGINEER, EOD ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,032E4,CIVIL ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,035P3,PUBLIC AFFAIRS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,038F3,FORCE SUPPORT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,041A3,HEALTHCARE ADMIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,042B3,PHYSICAL THERAPIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,042G3,PHYSICIAN ASSISTANT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,042P3,CLINICAL PSYCHOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,042S3,CLINICAL SOCIAL WORKER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,046N3J,"CLINICAL NURSE, EMERGENCY/TRAUMA",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,047G3B,"DENTIST, ADVANCED CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Reserve,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Reserve,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,064P3,CONTRACTING,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,065F3,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Reserve,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,087I0,"DIRECTOR, WING INSPECTIONS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,C071S3,"COMMANDER, SPECIAL INVESTIGATIONS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,K018R3L,"INSTRUCTOR, RECON REMOTELY PILOTED AIRCRAFT PILOT, MPRIS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,Q018R3L,"STAND/EVAL, RECON REMOTELY PILOTED AIRCRAFT PILOT, MPRIS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,R021R3,"CONT/WAR PLAN, LOGISTICS READINESS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
ANDERSEN AFB,"13°33'46.00""N","144°55'25.00""E",55P BR 75307 00327,R038F3,"CONTINGENCY/WAR PLANNER, FORCE SUPPORT QUALIFIED",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,B-1,Active Duty,Yes
