Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty
KADENA ABS,"26°21'20.00""N","127°46'3.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KEESLER_AFB.html,,Active Duty
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty
KUNSAN ABS,"35°54'14.00""N","126°36'57.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
LAJES IAP,"38°45'42.00""N","27°5'27.00""W",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,,Active Duty
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LOS_ANGELES.html,,Active Duty
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty
MALMSTROM AFB,"47°30'17""N","111°10'56""W",12T VT 86277 61270,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MALMSTROM_AFB.html,,Active Duty
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty
MISAWA ABS,"40°42'12.00""N","141°22'6.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
MOHRINGEN AIN,"48°43'60.00""N","9°7'60.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
OSAN AB ABS,"37°5'26.00""N","127°1'47.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty
PITI DFP,"13°34'50.00""N","144°41'60.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
RAF LAKENHEATH,"52°24'33.00""N","0°33'40.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
RAF MILDENHALL,"52°21'43.00""N","0°29'11.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
RAMSTEIN ABS,"49°26'10.00""N","7°36'23.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty
SCOTT AFB,"38°32'29""N","89°51'18""W",16S BH 51169 69750,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCOTT_AFB.html,,Active Duty
SEYMOUR JOHNSON AFB,"35°20'24""N","77°57'41""W",18S TE 30850 14774,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SEYMOUR_JOHNSON_AFB.html,,Active Duty
SHAW AFB,"33°58'02""N","80°29'05""W",17S NT 47603 58641,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHAW_AFB.html,,Active Duty
SHEPPARD AFB,"33°58'06""N","98°30'38""W",14S NC 45216 58752,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHEPPARD_AFB.html,,Active Duty
SPANGDAHLEM AB ABS,"49°58'35.00""N","6°41'55.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
STUTTGART VAIHING (GERMANY),"48°43'60.00""N","9°5'60.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
TINKER AFB,"35°25'09""N","97°24'15""W",14S PE 44882 20698,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TINKER_AFB.html,,Active Duty
TRAVIS AFB,"38°16'09""N","121°56'51""W",10S EH 92069 36204,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TRAVIS_AFB.html,,Active Duty
TYNDALL AFB,"30°04'47""N","85°36'26""W",16R FU 34229 28437,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TYNDALL_AFB.html,,Active Duty
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty
YOKOTA ABS,"35°44'55.00""N","139°20'55.00""E",,65F,65F (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/65F.html,,,Active Duty
AL UDEID AB ABS,"25°7'2.00""N","51°18'54.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
ALI AL SALEM ABS,"29°20'48.00""N","47°31'15.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
ANDREWS JB,"38°47'46""N","76°53'00""W",18S UH 36445 95835,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDREWS_JB.html,,Active Duty
AVIANO ABS,"46°1'48.00""N","12°35'56.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty
BUCKLEY SFB,"39°42'09""N","104°45'29""W",13S ED 20741 94766,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BUCKLEY_SFB.html,,Active Duty
"CAMPBELL, CA (USA)","37°16'60.00""N","121°57'0.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty
CREECH AFB,"36°34'41""N","115°39'29""W",11S PA 20060 48904,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CREECH_AFB.html,,Active Duty
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty
DOBBINS ARB,"33°55'10.69""N","84°30'11.59""W",16S GC 30816 56052,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/WING_files/WING_DOBBINS_ARB.html,,Active Duty
DOVER AFB,"39°07'39""N","75°28'06""W",18S VJ 59518 31029,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DOVER_AFB.html,,Active Duty
DYESS AFB,"32°25'17""N","99°50'31""W",14S MA 20838 87456,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DYESS_AFB.html,,Active Duty
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FEDLAWENF TNG CTR TNG,"31°14'50.00""N","81°28'41.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
FT GEORGE MEADE AIN,"39°6'0.00""N","76°43'0.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HANSCOM_AFB.html,,Active Duty
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty
INCIRLIK AB ABS,"37°0'7.00""N","35°25'34.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
JB ANACOSTIA-BOLLING,"38°50'29""N","77°01'05""W",18S UJ 24855 01110,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ANACOSTIA-BOLLING.html,,Active Duty
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBMDL DIX AIN,"40°1'0.00""N","74°52'0.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty
KADENA ABS,"26°21'20.00""N","127°46'3.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KEESLER_AFB.html,,Active Duty
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty
"LAS VEGAS, NV (USA)","36°10'0.00""N","115°10'0.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
LASK ABS,"51°33'6.00""N","19°10'44.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LOS_ANGELES.html,,Active Duty
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty
MISAWA ABS,"40°42'12.00""N","141°22'6.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
OSAN AB ABS,"37°5'26.00""N","127°1'47.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
PATRICK SFB,"28°14'21""N","80°36'26""W",17R NM 38533 23759,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PATRICK_SFB.html,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty
POPE AAF ABS,"35°10'15.00""N","79°0'52.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
RAF MILDENHALL,"52°21'43.00""N","0°29'11.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
RAMSTEIN ABS,"49°26'10.00""N","7°36'23.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
RKB-QUANTICO MGI,"38°30'34.00""N","77°23'21.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty
"SAN ANTONIO, TX (USA)","29°28'0.00""N","98°31'0.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
SCOTT AFB,"38°32'29""N","89°51'18""W",16S BH 51169 69750,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCOTT_AFB.html,,Active Duty
SHAW AFB,"33°58'02""N","80°29'05""W",17S NT 47603 58641,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHAW_AFB.html,,Active Duty
SHEPPARD AFB,"33°58'06""N","98°30'38""W",14S NC 45216 58752,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHEPPARD_AFB.html,,Active Duty
SPANGDAHLEM AB ABS,"49°58'35.00""N","6°41'55.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
TINKER AFB,"35°25'09""N","97°24'15""W",14S PE 44882 20698,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TINKER_AFB.html,,Active Duty
TRAVIS AFB,"38°16'09""N","121°56'51""W",10S EH 92069 36204,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TRAVIS_AFB.html,,Active Duty
